timestamp,x,y
898.433,1.2044959162258335,0.0024829035328793876
898.453,1.2088800920167995,0.002456284771863795
898.473,1.213266956600146,0.002429482000948341
898.493,1.217655723232279,0.002402015818733604
898.513,1.2220457023799296,0.002373703610076152
898.533,1.2264365642256156,0.002344762227066261
898.553,1.2308281352898411,0.0023151290090536597
898.573,1.2352203250203713,0.002286530286102593
898.593,1.2396145524149584,0.002255395100147315
898.612,1.2444100278521137,0.002223960053758804
898.633,1.249518300635077,0.0021969801040390186
898.653,1.2547012625945668,0.002173869491678244
898.673,1.2599080580243958,0.002150081459720121
898.693,1.265124982611667,0.0021276028613855104
898.713,1.2703517927429642,0.0021096561835035974
898.733,1.2755806727508519,0.0021002929209359956
898.753,1.2808099521165037,0.002080851932363295
898.773,1.2860356711888317,0.002075837580332019
898.793,1.2912694550112522,0.0020715191807464065
898.813,1.2964985665105202,0.002072502039950087
898.832,1.301714172037461,0.002076863497297742
898.852,1.3069228472759857,0.0020877049647110664
898.873,1.312128917724353,0.0020920132009491833
898.893,1.3173352931251392,0.0021079774867300664
898.919,1.322543575810025,0.002129873145579012
898.932,1.3277602104261301,0.002144948065219878
898.953,1.3329736755062225,0.002161108301122217
898.973,1.3381831063054377,0.0021809159769930276
898.993,1.3433891636013828,0.0022056515442343077
899.013,1.348879234164464,0.0022424053108543295
899.033,1.3546530566869899,0.002300722215929962
899.053,1.3605189932752242,0.002360552966338322
899.073,1.3663981314469886,0.0024141233830075313
899.093,1.3722746213605708,0.00247272754422671
899.113,1.3781643525103642,0.002555920058488233
899.133,1.3840440483383647,0.00262883083914443
899.153,1.3899296753335901,0.0027014926968766716
899.173,1.395807593191844,0.0028026399311195647
899.193,1.4016872063719077,0.0028917355566111043
899.213,1.4075680972732763,0.0029959110631740463
899.233,1.4134458670132826,0.003101193442742563
899.253,1.419319988964692,0.0032121372624912235
899.273,1.425190589330704,0.0033307273152260656
899.293,1.4310592964299231,0.0034512450609921765
899.313,1.436924628015535,0.0035788100315625225
899.332,1.4427691806521443,0.0036960570216280843
899.353,1.4485966913578308,0.003833227769959107
899.373,1.4544209779739905,0.00397308065879782
899.393,1.460242336458336,0.0041190585452329015
899.413,1.4660622690701755,0.004269994098149162
899.433,1.4718194355717988,0.004423134360087801
899.453,1.477101511097916,0.004565491605443622
899.473,1.4821682314325813,0.004709435581611999
899.493,1.4871769893332711,0.004858925631198601
899.513,1.492171560871938,0.005012159776446327
899.532,1.4971630515920986,0.005169353298367841
899.553,1.502154422494937,0.005330410542221652
899.573,1.5071460102240206,0.005495473094764529
899.593,1.5121381460307457,0.0056640926169628765
899.613,1.5171304339886467,0.0058367429575711645
899.633,1.5221230335423597,0.006012609839414699
899.652,1.527116322479039,0.006191858235009926
899.673,1.5321100910847483,0.006375083662619237
899.693,1.5371037755349921,0.006561512692644659
899.713,1.5420974955984919,0.006751279977323082
899.732,1.5470916841222442,0.006944023797886824
899.753,1.552086124952223,0.00714051571766742
899.773,1.557080211404241,0.007340121513171586
899.793,1.562074217361686,0.007542978582016786
899.813,1.5670691038918318,0.0077487723074598554
899.833,1.5721104696870736,0.007959756155822572
899.853,1.5775297577899883,0.0082029942200575
899.873,1.583163335333737,0.008487339317964028
899.893,1.588846882745998,0.008743160392242941
899.913,1.594536616666816,0.009034491708039733
899.933,1.600223676553287,0.009318879699039821
